LOAN_AGREEMENT_NO;APPLICATION_DATE;APPLICATION_ID;loan_amount;loan_tenure_in_months;PURPOSE_OF_LOAN;LOAN_PRODUCT;LOAN_PRODUCT_LABEL;EXISTING_LOAN;LTV;Credit_Amount;Branch;STATE;Charge description;Charge Category;EMI;Total Times Paid;Status;grade
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;6164;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;5
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTMUM0BL0489412;22 04 2021;545619;3000000;18;BEWC;PL;Method 4;1;100;187154;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;2058694;6;0;1
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;2041028;City4;TELANGANA;AMT FINANCED;Installment Related;2757111;13;0;1
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;8972;City4;TELANGANA;AMT FINANCED;Installment Related;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;13508;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;885;City4;TELANGANA;CHEQUE BOUNCING CHARGES;Penalty Charges;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;885;City4;TELANGANA;CHEQUE BOUNCING CHARGES;Penalty Charges;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;885;City4;TELANGANA;CHEQUE BOUNCING CHARGES;Penalty Charges;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;885;City4;TELANGANA;CHEQUE BOUNCING CHARGES;Penalty Charges;2757111;13;0;5
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTSRN0BL0489394;23 04 2021;545664;2050000;18;BEWC;PL;Method 4;0;96;131291;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;2757111;13;0;2
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;67200;City2;TAMILNADU;AMT FINANCED;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;1932800;City2;TAMILNADU;AMT FINANCED;Installment Related;1005256;7;0;1
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;1918;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;5
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489330;23 04 2021;545717;2000000;36;PDIP;PL;Method 4;0;80;71804;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;1005256;7;0;3
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;990000;City2;TAMILNADU;AMT FINANCED;Installment Related;649012;6;0;1
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;10000;City2;TAMILNADU;AMT FINANCED;Installment Related;649012;6;0;5
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;986;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;5
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTCBE0BL0489340;23 04 2021;545714;1000000;24;BEWC;PL;Method 4;0;48;49924;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;649012;6;0;4
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;3000000;City4;TELANGANA;AMT FINANCED;Installment Related;1356459;6;0;1
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;10000;City4;TELANGANA;AMT FINANCED;Installment Related;1356459;6;0;5
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;2474;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;5
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489326;23 04 2021;545695;3010000;36;BEWC;PL;Method 3;0;100;104343;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1356459;6;0;2
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;50400;City4;TELANGANA;AMT FINANCED;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;1449600;City4;TELANGANA;AMT FINANCED;Installment Related;1009033;8;0;1
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;2034;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;5
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;2034;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;5
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489248;24 04 2021;545744;1500000;36;BEWC;PL;Method 2;1;100;53107;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1009033;8;0;4
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;58810;City4;TELANGANA;AMT FINANCED;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;1491190;City4;TELANGANA;AMT FINANCED;Installment Related;723437;6;0;1
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;1487;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;5
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTSRN0BL0489298;24 04 2021;545734;1550000;36;BEWC;PL;Method 3;0;100;55649;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;723437;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;70560;City3;TAMILNADU;AMT FINANCED;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;2029440;City3;TAMILNADU;AMT FINANCED;Installment Related;966537;6;0;1
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;5696;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;5
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489181;24 04 2021;545746;2100000;36;BEWC;PL;Method 3;0;100;74349;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;966537;6;0;3
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;54432;City3;TAMILNADU;AMT FINANCED;Installment Related;586118;6;0;3
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;1565568;City3;TAMILNADU;AMT FINANCED;Installment Related;586118;6;0;1
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;1997;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;5
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTCHN0BL0489252;25 04 2021;545757;1620000;48;BEWC;PL;Method 5;0;100;45086;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;586118;6;0;4
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;65754;City4;TELANGANA;AMT FINANCED;Installment Related;1704416;7;0;3
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;2964246;City4;TELANGANA;AMT FINANCED;Installment Related;1704416;7;0;1
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;2656;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;5
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;630.4;City4;TELANGANA;OVERDUE INTEREST;Penalty Charges;1704416;7;0;5
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;885;City4;TELANGANA;CHEQUE BOUNCING CHARGES;Penalty Charges;1704416;7;0;5
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTSRN0BL0489325;26 04 2021;545783;3030000;36;BEWC;PL;Method 3;0;100;106526;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;1704416;7;0;2
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;895000;City3;TAMILNADU;AMT FINANCED;Installment Related;555050;7;0;1
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;5000;City3;TAMILNADU;AMT FINANCED;Installment Related;555050;7;0;5
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;900;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;5
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
TSTCHN0BL0489304;26 04 2021;545759;900000;36;BEWC;PL;Method 2;0;100;32650;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;555050;7;0;4
