LOAN_AGREEMENT_NO;APPLICATION_DATE;APPLICATION_ID;loan_amount;loan_tenure_in_months;PURPOSE_OF_LOAN;LOAN_PRODUCT;LOAN_PRODUCT_LABEL;EXISTING_LOAN;LTV;Credit_Amount;Branch;STATE;Charge description;Charge Category;EMI;Total Times Paid;Status;grade
TSTJPR0BL0491604;9 09 2021;552505;2450000;36;BEWC;PL;Method 3;0;0;87349;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;611443;5;0;2
TSTJPR0BL0491604;9 09 2021;552505;2450000;36;BEWC;PL;Method 3;0;0;87349;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;611443;5;0;2
TSTJPR0BL0491604;9 09 2021;552505;2450000;36;BEWC;PL;Method 3;0;0;87349;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;611443;5;0;2
TSTJPR0BL0491604;9 09 2021;552505;2450000;36;BEWC;PL;Method 3;0;0;87349;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;611443;5;0;2
TSTJPR0BL0491604;9 09 2021;552505;2450000;36;BEWC;PL;Method 3;0;0;87349;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;611443;5;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;2970500;City1;MAHARASHTRA;AMT FINANCED;Installment Related;849704;6;0;1
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;29500;City1;MAHARASHTRA;AMT FINANCED;Installment Related;849704;6;0;4
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;2712;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;5
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0492438;9 09 2021;552556;3000000;36;BEWC;PL;Method 4;0;100;106213;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;849704;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;2985000;City1;MAHARASHTRA;AMT FINANCED;Installment Related;846736;6;0;1
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;15000;City1;MAHARASHTRA;AMT FINANCED;Installment Related;846736;6;0;5
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;6678;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;5
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTMUM0BL0491760;9 09 2021;552557;3000000;36;BEWC;PL;Method 4;0;100;105842;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;846736;6;0;2
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;1287000;City12;RAJASTHAN;AMT FINANCED;Installment Related;375984;6;0;1
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;13000;City12;RAJASTHAN;AMT FINANCED;Installment Related;375984;6;0;5
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;10899;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;5
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTJPR0BL0491532;9 09 2021;552498;1300000;36;BEWC;PL;Method 3;0;0;46998;City12;RAJASTHAN;INSTALLMENT AMOUNT;Installment Related;375984;6;0;4
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;54630;City4;TELANGANA;AMT FINANCED;Installment Related;294014;5;0;3
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;1475370;City4;TELANGANA;AMT FINANCED;Installment Related;294014;5;0;1
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;9557;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;5
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;42002;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;4
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;42002;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;4
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;42002;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;4
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;42002;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;4
TSTSRN0BL0491546;9 09 2021;552499;1530000;48;BEWC;PL;Method 6;0;0;42002;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;294014;5;0;4
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;1500000;City13;DELHI;AMT FINANCED;Installment Related;444128;6;0;1
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;25000;City13;DELHI;AMT FINANCED;Installment Related;444128;6;0;4
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;1546;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;5
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTDLH0BL0492126;9 09 2021;552502;1525000;36;BEWC;PL;Method 3;0;0;55516;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;444128;6;0;3
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;64386;City1;MAHARASHTRA;AMT FINANCED;Installment Related;1292628;9;0;3
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;1377392;City1;MAHARASHTRA;AMT FINANCED;Installment Related;1292628;9;0;1
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;758222;City1;MAHARASHTRA;AMT FINANCED;Installment Related;1292628;9;0;1
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;1929;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;5
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492423;9 09 2021;552537;2200000;24;BEWC;PL;Method 6;1;100;107719;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1292628;9;0;2
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;1876400;City1;MAHARASHTRA;AMT FINANCED;Installment Related;549520;6;0;1
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;23600;City1;MAHARASHTRA;AMT FINANCED;Installment Related;549520;6;0;4
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;1874;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;5
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTMUM0BL0492441;9 09 2021;552530;1900000;36;BEWC;PL;Method 3;0;100;68690;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;549520;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;1500000;City13;DELHI;AMT FINANCED;Installment Related;438168;6;0;1
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;15000;City13;DELHI;AMT FINANCED;Installment Related;438168;6;0;5
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;1494;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;5
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTDLH0BL0492263;9 09 2021;552479;1515000;36;BEWC;PL;Method 3;0;0;54771;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;438168;6;0;3
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;51266;City4;TELANGANA;AMT FINANCED;Installment Related;269423;5;0;4
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;998734;City4;TELANGANA;AMT FINANCED;Installment Related;269423;5;0;1
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;6559;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;5
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;38489;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;4
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;38489;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;4
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;38489;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;4
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;38489;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;4
TSTSRN0BL0491581;9 09 2021;552470;1050000;36;BEWC;PL;Method 3;0;100;38489;City4;TELANGANA;INSTALLMENT AMOUNT;Installment Related;269423;5;0;4
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;1485000;City7;MAHARASHTRA;AMT FINANCED;Installment Related;382242;5;0;1
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;15000;City7;MAHARASHTRA;AMT FINANCED;Installment Related;382242;5;0;5
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;3041;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;5
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;54606;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;3
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;54606;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;3
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;54606;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;3
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;54606;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;3
TSTPUN0BL0491828;9 09 2021;552511;1500000;36;BEWC;PL;Method 2;0;60;54606;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;382242;5;0;3
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;2985000;City1;MAHARASHTRA;AMT FINANCED;Installment Related;1454285;5;0;1
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;15000;City1;MAHARASHTRA;AMT FINANCED;Installment Related;1454285;5;0;5
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;30343;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1454285;5;0;4
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;207755;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1454285;5;0;1
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;207755;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1454285;5;0;1
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;207755;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1454285;5;0;1
TSTMUM0BL0491519;9 09 2021;552462;3000000;18;BEWC;PL;Method 4;0;100;207755;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;1454285;5;0;1
